Symbol|Name|LastSale|MarketCap|ADR TSO|IPOyear|Sector|Industry|Summary Quote,
DLNG|Dynagas LNG Partners LP|2.91|103275900|n/a|n/a|Consumer Services|Marine Transportation|https://www.nasdaq.com/symbol/dlng,
DLNG^A|Dynagas LNG Partners LP|21|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/dlng^a,
DLNG^B|Dynagas LNG Partners LP|20|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/dlng^b,
DX|Dynex Capital, Inc.|6.15|367086501.3|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/dx,
DX^A|Dynex Capital, Inc.|25.4159|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/dx^a,
DX^B|Dynex Capital, Inc.|23.6825|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/dx^b,
DD^A|E.I. du Pont de Nemours and Company|78.2975|0|n/a|n/a|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/dd^a,
DD^B|E.I. du Pont de Nemours and Company|99.8|0|n/a|n/a|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/dd^b,
ELF|e.l.f. Beauty, Inc.|8.53|411613964.33|n/a|2016|Consumer Non-Durables|Package Goods/Cosmetics|https://www.nasdaq.com/symbol/elf,
EGIF|Eagle Growth and Income Opportunities Fund|13.93|100029588.75|n/a|2015|n/a|n/a|https://www.nasdaq.com/symbol/egif,
EXP|Eagle Materials Inc|68.79|3225520312.62|n/a|n/a|Capital Goods|Building Materials|https://www.nasdaq.com/symbol/exp,
ECC           |Eagle Point Credit Company Inc.|15.48|357859999.08|n/a|2014|n/a|n/a|https://www.nasdaq.com/symbol/ecc,
ECCA|Eagle Point Credit Company Inc.|25.49|0|n/a|2015|n/a|n/a|https://www.nasdaq.com/symbol/ecca,
ECCB|Eagle Point Credit Company Inc.|25.875|0|n/a|2016|n/a|n/a|https://www.nasdaq.com/symbol/eccb,
ECCX|Eagle Point Credit Company Inc.|24.3301|0|n/a|2018|n/a|n/a|https://www.nasdaq.com/symbol/eccx,
ECCY|Eagle Point Credit Company Inc.|24.96|0|n/a|2017|n/a|n/a|https://www.nasdaq.com/symbol/eccy,
ESTE|Earthstone Energy, Inc.|6.4|410312172.8|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/este,
DEA|Easterly Government Properties, Inc.|17.82|1083791746.62|n/a|2015|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/dea,
EGP|EastGroup Properties, Inc.|100.59|3625340752.53|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/egp,
EMN|Eastman Chemical Company|80.97|11335096127.79|n/a|n/a|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/emn,
KODK|Eastman Kodak Company|2.73|116643759.96|n/a|n/a|Miscellaneous|Industrial Machinery/Components|https://www.nasdaq.com/symbol/kodk,
ETN|Eaton Corporation, PLC|69.11|29952274000|n/a|n/a|Technology|Industrial Machinery/Components|https://www.nasdaq.com/symbol/etn,
ETV|Eaton Vance Corporation|14.34|1031184409.68|n/a|2005|n/a|n/a|https://www.nasdaq.com/symbol/etv,
ETW|Eaton Vance Corporation|9.6|1030223126.4|n/a|2005|n/a|n/a|https://www.nasdaq.com/symbol/etw,
EV|Eaton Vance Corporation|39.8|4654641044|n/a|n/a|Finance|Investment Managers|https://www.nasdaq.com/symbol/ev,
EOI|Eaton Vance Enhance Equity Income Fund|13.44|526485778.56|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/eoi,
EOS|Eaton Vance Enhanced Equity Income Fund II|15.9|758259329.4|n/a|2005|n/a|n/a|https://www.nasdaq.com/symbol/eos,
EFT|Eaton Vance Floating Rate Income Trust|13.25|528193892.5|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/eft,
EFL|Eaton Vance Floating-Rate 2022 Target Term Trust|8.92|210616720.8|n/a|2017|n/a|n/a|https://www.nasdaq.com/symbol/efl,
EFF|Eaton vance Floating-Rate Income Plus Fund|14.8|112575045.6|n/a|2013|n/a|n/a|https://www.nasdaq.com/symbol/eff,
EHT|Eaton Vance High Income 2021 Target Term Trust|9.51|204093739.11|n/a|2016|n/a|n/a|https://www.nasdaq.com/symbol/eht,
ETX           |Eaton Vance Municipal Income 2028 Term Trust|19.46|210826701.54|n/a|2013|n/a|n/a|https://www.nasdaq.com/symbol/etx,
EOT|Eaton Vance Municipal Income Trust|20.85|317463538.65|n/a|2009|n/a|n/a|https://www.nasdaq.com/symbol/eot,
EVN|Eaton Vance Municipal Income Trust|11.5|273496956|n/a|1999|n/a|n/a|https://www.nasdaq.com/symbol/evn,
ETJ|Eaton Vance Risk-Managed Diversified Equity Income Fund|8.4|534827395.2|n/a|2007|n/a|n/a|https://www.nasdaq.com/symbol/etj,
EFR|Eaton Vance Senior Floating-Rate Fund|13.02|479765035.26|n/a|2003|n/a|n/a|https://www.nasdaq.com/symbol/efr,
EVF|Eaton Vance Senior Income Trust|6.06|229471638.42|n/a|1998|n/a|n/a|https://www.nasdaq.com/symbol/evf,
EVG|Eaton Vance Short Diversified Income Fund|12.65|226189539.4|n/a|2005|n/a|n/a|https://www.nasdaq.com/symbol/evg,
EVT|Eaton Vance Tax Advantaged Dividend Income Fund|20.55|1496777745|n/a|2003|n/a|n/a|https://www.nasdaq.com/symbol/evt,
ETO|Eaton Vance Tax-Advantage Global Dividend Opp|21.02|306057590.08|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/eto,
EXD|Eaton Vance Tax-Advantaged Bond|9.11|88654748.46|n/a|2010|n/a|n/a|https://www.nasdaq.com/symbol/exd,
ETG|Eaton Vance Tax-Advantaged Global Dividend Income Fund|14.57|1111694117.98|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/etg,
ETB|Eaton Vance Tax-Managed Buy-Write Income Fund|14.2|368877163|n/a|2005|n/a|n/a|https://www.nasdaq.com/symbol/etb,
ETY|Eaton Vance Tax-Managed Diversified Equity Income Fund|10.86|1623540819.18|n/a|2006|n/a|n/a|https://www.nasdaq.com/symbol/ety,
EXG|Eaton Vance Tax-Managed Global Diversified Equity Income Fund|7.7|2323530347.6|n/a|2007|n/a|n/a|https://www.nasdaq.com/symbol/exg,
ECT|ECA Marcellus Trust I|1.79|31512950|n/a|2010|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/ect,
ECR|Eclipse Resources Corporation|1.12|338840250.56|n/a|2014|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/ecr,
ECL|Ecolab Inc.|154.98|44769545598.96|n/a|n/a|Basic Industries|Package Goods/Cosmetics|https://www.nasdaq.com/symbol/ecl,
EC|Ecopetrol S.A.|17.78|36552741570.52|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/ec,
EIX|Edison International|54.51|17759968839.06|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/eix,
EW|Edwards Lifesciences Corporation|168.34|35191353943.46|n/a|n/a|Health Care|Industrial Specialties|https://www.nasdaq.com/symbol/ew,
EHIC|eHi Car Services Limited|9.94|690284721.42|n/a|2014|Consumer Services|Rental/Leasing Companies|https://www.nasdaq.com/symbol/ehic,
EP^C|El Paso Corporation|45.205|0|n/a|n/a|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/ep^c,
EE|El Paso Electric Company|50.88|2070406466.88|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/ee,
ELAN|Elanco Animal Health Incorporated|30.5|11151562500|n/a|2018|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/elan,
ESTC|Elastic N.V.|80.98|5747471685.7|n/a|2018|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/estc,
EGO|Eldorado Gold Corporation|2.79|443056804.38|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/ego,
ELVT|Elevate Credit, Inc.|4.59|198275175.54|n/a|2017|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/elvt,
LLY|Eli Lilly and Company|115.03|121853838992.65|n/a|n/a|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/lly,
ELLI|Ellie Mae, Inc.|72.74|2534363654.22|n/a|2011|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/elli,
EFC|Ellington Financial LLC|16.36|491022070.64|n/a|2010|Finance|Real Estate|https://www.nasdaq.com/symbol/efc,
EARN|Ellington Residential Mortgage REIT|11.46|144508732.02|n/a|2013|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/earn,
AKO.A|Embotelladora Andina S.A.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ako.a,
AKO.B|Embotelladora Andina S.A.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ako.b,
ERJ|Embraer S.A.|20.48|3755659530.24|n/a|2000|Capital Goods|Aerospace|https://www.nasdaq.com/symbol/erj,
EME|EMCOR Group, Inc.|63.9|3678092882.1|n/a|n/a|Capital Goods|Engineering & Construction|https://www.nasdaq.com/symbol/eme,
EEX|Emerald Expositions Events, Inc.|13.97|1022661528.46|n/a|2017|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/eex,
EMES|Emerge Energy Services LP|2.82|87521807.64|n/a|2013|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|https://www.nasdaq.com/symbol/emes,
EBS|Emergent Biosolutions, Inc.|59.57|3034796985.92|n/a|2006|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/ebs,
EMR|Emerson Electric Company|62.41|38889035844.29|n/a|n/a|Energy|Consumer Electronics/Appliances|https://www.nasdaq.com/symbol/emr,
ESRT|Empire State Realty Trust, Inc.|14.98|4616232770.38|n/a|2013|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/esrt,
EIG|Employers Holdings Inc|41.7|1367746072.2|n/a|2007|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/eig,
EDN|Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)|27.91|1236434406.97|n/a|2007|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/edn,
ENBL|Enable Midstream Partners, LP|15.49|6710577164.91|n/a|2014|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/enbl,
ENB|Enbridge Inc|36.06|72921036154.86|n/a|n/a|Energy|Natural Gas Distribution|https://www.nasdaq.com/symbol/enb,
ENBA|Enbridge Inc|25.02|0|n/a|2018|Energy|Natural Gas Distribution|https://www.nasdaq.com/symbol/enba,
ECA|Encana Corporation|6.92|6590721591.8|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/eca,
EHC|Encompass Health Corporation|66.95|6623247408.7|n/a|n/a|Health Care|Hospital/Nursing Management|https://www.nasdaq.com/symbol/ehc,
DAVA|Endava plc|23.9|1267492046|n/a|2018|Technology|EDP Services|https://www.nasdaq.com/symbol/dava,
EXK|Endeavour Silver Corporation|2.02|264177725.04|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/exk,
ENIA|Enel Americas S.A.|10.09|11769980025.63|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/enia,
ENIC|Enel Chile S.A.|5.15|7223810013.4|n/a|2016|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/enic,
ENR|Energizer Holdings, Inc.|45.55|2941917762.45|n/a|2015|Miscellaneous|Industrial Machinery/Components|https://www.nasdaq.com/symbol/enr,
ENR^A|Energizer Holdings, Inc.|99.94|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/enr^a,
EPC|Energizer Holdings, Inc.|39.46|2135452084.8|n/a|n/a|Consumer Non-Durables|Package Goods/Cosmetics|https://www.nasdaq.com/symbol/epc,
ET|Energy Transfer L.P.|14.2|37162832496|n/a|1996|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/et,
ETP^C|Energy Transfer Operating, L.P.|23.9|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/etp^c,
ETP^D|Energy Transfer Operating, L.P.|24.474|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/etp^d,
ERF|Enerplus Corporation|8.58|2054833655.16|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/erf,
ENS|Enersys|84.13|3645013856.1|n/a|2004|Consumer Non-Durables|Telecommunications Equipment|https://www.nasdaq.com/symbol/ens,
E|ENI S.p.A.|33.05|60054912578.25|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/e,
ENLC|EnLink Midstream, LLC|10.61|1928226100.53|n/a|n/a|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/enlc,
EBF|Ennis, Inc.|20.06|524056045.74|n/a|n/a|Consumer Services|Office Equipment/Supplies/Services|https://www.nasdaq.com/symbol/ebf,
ENVA|Enova International, Inc.|22.67|777009375.95|n/a|2014|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/enva,
NPO|EnPro Industries|63.64|1319850515.72|n/a|n/a|Basic Industries|Metal Fabrications|https://www.nasdaq.com/symbol/npo,
ESV|ENSCO plc|4.59|2009220297.93|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/esv,
ETM|Entercom Communications Corp.|7.25|1033303835.75|n/a|1999|Consumer Services|Broadcasting|https://www.nasdaq.com/symbol/etm,
EAB|Entergy Arkansas, LLC|24.22|0|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/eab,
EAE|Entergy Arkansas, LLC|23.2|0|n/a|2013|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/eae,
EAI|Entergy Arkansas, LLC|23.7|0|n/a|2016|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/eai,
ETR|Entergy Corporation|86.51|16261841478.36|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/etr,
ELC|Entergy Louisiana, Inc.|24.119|0|n/a|2016|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/elc,
ELJ|Entergy Louisiana, Inc.|25.54|0|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/elj,
ELU|Entergy Louisiana, Inc.|22.91|0|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/elu,
EMP|Entergy Mississippi, LLC|23.76|0|n/a|2016|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/emp,
ENJ|Entergy New Orleans, LLC|23.85|0|n/a|n/a|Public Utilities|Power Generation|https://www.nasdaq.com/symbol/enj,
ENO|Entergy New Orleans, LLC|25.85|0|n/a|2016|Public Utilities|Power Generation|https://www.nasdaq.com/symbol/eno,
EZT|Entergy Texas Inc|25.62|0|n/a|2014|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/ezt,
EPD|Enterprise Products Partners L.P.|27.66|60372418473|n/a|n/a|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/epd,
EVC|Entravision Communications Corporation|3.84|341210261.76|n/a|2000|Consumer Services|Broadcasting|https://www.nasdaq.com/symbol/evc,
ENV|Envestnet, Inc|53.47|2570948175.96|n/a|2010|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/env,
EVA|Enviva Partners, LP|29.5|781118405|n/a|2015|Basic Industries|Forest Products|https://www.nasdaq.com/symbol/eva,
ENZ|Enzo Biochem, Inc.|3.71|175083911.59|n/a|n/a|Health Care|Medical Specialities|https://www.nasdaq.com/symbol/enz,
EOG|EOG Resources, Inc.|98.1|56890036634.4|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/eog,
EPE|EP Energy Corporation|0.706|181380232.766|n/a|2014|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/epe,
EPAM|EPAM Systems, Inc.|139.34|7525665894.48|n/a|2012|Technology|EDP Services|https://www.nasdaq.com/symbol/epam,
EPR|EPR Properties|71.95|5348648599.5|n/a|1997|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/epr,
EPR^C|EPR Properties|29.39|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/epr^c,
EPR^E|EPR Properties|36.18|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/epr^e,
EPR^G|EPR Properties|21.94|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/epr^g,
EQM|EQM Midstream Partners, LP|46.06|5548222935.5|n/a|2012|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/eqm,
EQT|EQT Corporation|19.35|4932441007.2|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/eqt,
EFX|Equifax, Inc.|105.21|12685703851.17|n/a|n/a|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/efx,
EQNR|Equinor ASA|22|73296328314|n/a|n/a|Energy|Integrated oil Companies|https://www.nasdaq.com/symbol/eqnr,
ETRN|Equitrans Midstream Corporation|20.61|5240484090|n/a|2018|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/etrn,
EQC|Equity Commonwealth|31.5|3826704199.5|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/eqc,
EQC^D|Equity Commonwealth|25.79|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/eqc^d,
ELS|Equity Lifestyle Properties, Inc.|103.05|9248473588.95|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/els,
EQR|Equity Residential|71.72|26424561481.56|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/eqr,
EQS|Equus Total Return, Inc.|1.79|24197481.34|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/eqs,
ERA|Era Group, Inc.|9.75|212177774.25|n/a|n/a|Transportation|Transportation Services|https://www.nasdaq.com/symbol/era,
EROS|Eros International PLC|9.43|678508944.24|n/a|2013|Consumer Services|Movies/Entertainment|https://www.nasdaq.com/symbol/eros,
ESE|ESCO Technologies Inc.|64.09|1660624966.52|n/a|n/a|Consumer Durables|Telecommunications Equipment|https://www.nasdaq.com/symbol/ese,
ESNT|Essent Group Ltd.|38.47|3775414100.72|n/a|2013|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/esnt,
EPRT|Essential Properties Realty Trust, Inc.|15.55|680298380.6|n/a|2018|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/eprt,
ESS|Essex Property Trust, Inc.|266.48|17605027048.56|n/a|1994|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/ess,
EL|Estee Lauder Companies, Inc. (The)|131.98|47889278493.16|n/a|1995|Consumer Non-Durables|Package Goods/Cosmetics|https://www.nasdaq.com/symbol/el,
ESL|Esterline Technologies Corporation|121.49|3601062249.88|n/a|n/a|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/esl,
ETH|Ethan Allen Interiors Inc.|18.75|498174262.5|n/a|1993|Consumer Durables|Home Furnishings|https://www.nasdaq.com/symbol/eth,
EURN|Euronav NV|7.65|1675214579.7|n/a|2015|Transportation|Marine Transportation|https://www.nasdaq.com/symbol/eurn,
EEA|European Equity Fund, Inc. (The)|8.22|65058012|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/eea,
EB|Eventbrite, Inc.|31.8|2488443778.2|n/a|2018|Technology|Computer Software: Programming, Data Processing|https://www.nasdaq.com/symbol/eb,
EVR|Evercore Inc.|85.1|3444105162.1|n/a|2006|Finance|Investment Managers|https://www.nasdaq.com/symbol/evr,
RE|Everest Re Group, Ltd.|214.28|8710053011.44|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/re,
EVRG|Evergy, Inc.|56.71|14940537756.93|n/a|2018|Public Utilities|Power Generation|https://www.nasdaq.com/symbol/evrg,
EVRI|Everi Holdings Inc.|6.86|481528473.3|n/a|n/a|Consumer Services|Services-Misc. Amusement & Recreation|https://www.nasdaq.com/symbol/evri,
ES|Eversource Energy|67.11|21266206574.88|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/es,
EVTC|Evertec, Inc.|27.72|2016392079.24|n/a|2013|Technology|EDP Services|https://www.nasdaq.com/symbol/evtc,
EVH|Evolent Health, Inc|17.2|1414311761.6|n/a|2015|Consumer Services|Other Consumer Services|https://www.nasdaq.com/symbol/evh,
AQUA|Evoqua Water Technologies Corp.|10.31|1174753711.54|n/a|2017|Technology|Industrial Machinery/Components|https://www.nasdaq.com/symbol/aqua,
XAN|Exantas Capital Corp.|10.23|323888163.06|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/xan,
XAN^C|Exantas Capital Corp.|25.19|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/xan^c,
EXC|Exelon Corporation|46.15|44627499777.9|n/a|n/a|Public Utilities|Power Generation|https://www.nasdaq.com/symbol/exc,
EXPR|Express, Inc.|5.6|383760199.2|n/a|2010|Consumer Services|Clothing/Shoe/Accessory Stores|https://www.nasdaq.com/symbol/expr,
EXTN|Exterran Corporation|17.06|616775468.6|n/a|2015|Technology|Diversified Commercial Services|https://www.nasdaq.com/symbol/extn,
EXR|Extra Space Storage Inc|94.77|11989860098.58|n/a|2004|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/exr,
XOM|Exxon Mobil Corporation|71.24|301616422790.8|n/a|n/a|Energy|Integrated oil Companies|https://www.nasdaq.com/symbol/xom,
FNB|F.N.B. Corporation|11.74|3807452570.46|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/fnb,
FNB^E|F.N.B. Corporation|27.81|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/fnb^e,
FN|Fabrinet|56.41|2077749304.36|n/a|2010|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/fn,
FDS|FactSet Research Systems Inc.|214.18|8146436964.6|n/a|1996|Technology|Computer Software: Programming, Data Processing|https://www.nasdaq.com/symbol/fds,
FICO|Fair Isaac Corporation|216.24|6261235254.72|n/a|n/a|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/fico,
SFUN|Fang Holdings Limited|1.71|764069895|n/a|2010|Technology|EDP Services|https://www.nasdaq.com/symbol/sfun,
FPAC|Far Point Acquisition Corporation|9.7614|765611005.5|n/a|2018|Finance|Business Services|https://www.nasdaq.com/symbol/fpac,
FPAC.U|Far Point Acquisition Corporation|n/a|0|n/a|2018|n/a|n/a|https://www.nasdaq.com/symbol/fpac.u,
FPAC.WS|Far Point Acquisition Corporation|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/fpac.ws,
FTCH|Farfetch Limited|20.62|5882485559.6|n/a|2018|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/ftch,
FPI|Farmland Partners Inc.|5.47|203739903.01|n/a|2014|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/fpi,
FPI^B|Farmland Partners Inc.|23.8|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/fpi^b,
FBK|FB Financial Corporation|33.48|1028657331.36|n/a|2016|Finance|Major Banks|https://www.nasdaq.com/symbol/fbk,
